gene_symbol	accession_numbers	ensembl_id
TMEM190	AF442729	
TMEM191A	AL136879	ENSG00000226287
TMEM191B		
TMEM191C		ENSG00000206140
TMEM192	BC036301	ENSG00000170088
TMEM196		ENSG00000173452
TMEM198	BC068567	ENSG00000188760
TMEM198B		ENSG00000182796
TMEM199	AY074907	ENSG00000244045
TMEM200A	AB067500	ENSG00000164484
TMEM200B		ENSG00000253304
TMEM200C		ENSG00000206432
TMEM201		ENSG00000188807
TMEM202		ENSG00000187806
TMEM202-AS1		ENSG00000261423
TMEM203	BC009283	ENSG00000187713
TMEM204		
TMEM205	AK127147	
TMEM207	BC071780	ENSG00000198398
TMEM208		ENSG00000168701
TMEM209		ENSG00000146842
TMEM210		ENSG00000185863
TMEM211		ENSG00000206069
TMEM212		ENSG00000186329
TMEM212-AS1		ENSG00000234717
TMEM212-IT1		ENSG00000235943
TMEM213		ENSG00000214128
TMEM214		ENSG00000119777
TMEM215		ENSG00000188133
TMEM216		ENSG00000187049
TMEM217		ENSG00000172738
TMEM218		ENSG00000150433
TMEM219		ENSG00000149932
TMEM220		ENSG00000187824
TMEM220-AS1	DA190285	ENSG00000263400
TMEM221		ENSG00000188051
TMEM222	AL136683	ENSG00000186501
TMEM223		
TMEM225	AY634366	ENSG00000204300
TMEM225B		ENSG00000244219
TMEM229A	BC157828	ENSG00000234224
TMEM229B	AK090706	ENSG00000198133
TMEM230	AF161392	ENSG00000089063
TMEM231		ENSG00000205084
TMEM231P1		ENSG00000262583
TMEM232	AK125070	ENSG00000186952
TMEM233		ENSG00000224982
TMEM234	AY358586	ENSG00000160055
TMEM235	BC042066	ENSG00000204278
TMEM236		ENSG00000148483
TMEM237	AB053301	ENSG00000155755
TMEM238		ENSG00000233493
TMEM238L	BC015790	ENSG00000263429
TMEM239		ENSG00000198326
TMEM240		ENSG00000205090
TMEM241	BC082984	ENSG00000134490
TMEM242	AF217510	ENSG00000215712
TMEM243		ENSG00000135185
TMEM244		ENSG00000203756
TMEM245	AF153415	ENSG00000106771
TMEM246	BC006115	ENSG00000165152
TMEM246-AS1		ENSG00000225376
TMEM247		ENSG00000284701
TMEM248		ENSG00000106609
TMEM248P1		ENSG00000249555
TMEM249		ENSG00000261587
TMEM250		ENSG00000238227
TMEM251		ENSG00000153485
TMEM251P1		ENSG00000249514
TMEM252	BC029780	ENSG00000181778
TMEM253		ENSG00000232070
TMEM254	BC022252	ENSG00000133678
TMEM254-AS1		ENSG00000230091
TMEM255A	BC047054	ENSG00000125355
TMEM255B	BC018995	ENSG00000184497
TMEM256	BC030270	ENSG00000205544
TMEM256-PLSCR3		ENSG00000262481
TMEM256P1		ENSG00000233197
TMEM256P2		ENSG00000226726
TMEM258		ENSG00000134825
TMEM259	BC008957	ENSG00000182087
TMEM260	AK000399	ENSG00000070269
TMEM261P1		ENSG00000270814
TMEM262		ENSG00000187066
TMEM263		ENSG00000151135
TMEM265		
TMEM266	AK095509	ENSG00000169758
TMEM267	AK025310	ENSG00000151881
TMEM268	BX649023	ENSG00000157693
TMEM269		ENSG00000274386
TMEM270	BC030643	ENSG00000175877
TMEM271		ENSG00000273238
TMEM272	AK094626	ENSG00000281106
TMEM273	BC031641	ENSG00000204161
TMEM274P		ENSG00000283611
TMEM275		ENSG00000282881
TMF1		ENSG00000144747
TMF1P1		ENSG00000262235
TMIE	AY081842	ENSG00000181585
TMIGD1	AY358153	ENSG00000182271
TMIGD2	BC015655	ENSG00000167664
TMIGD3		ENSG00000121933
TMLHE	AF373407, X97513	ENSG00000185973
TMLHE-AS1	BC042086	ENSG00000224533
TMOD1		ENSG00000136842
TMOD2	AF177169	ENSG00000128872
TMOD3	AF177171	ENSG00000138594
TMOD4	AF177173	ENSG00000163157
TMPO		ENSG00000120802
TMPO-AS1		ENSG00000257167
TMPOP1		ENSG00000229068
TMPOP2		ENSG00000262904
TMPPE	AK126979	ENSG00000188167
TMPRSS2	U75329	ENSG00000184012
TMPRSS3	AF201380	ENSG00000160183
TMPRSS4	AF179224	ENSG00000137648
TMPRSS5	AB028140	ENSG00000166682
TMPRSS6	AY055383	ENSG00000187045
TMPRSS7	BN000125	ENSG00000176040
TMPRSS9	AJ488946	
TMPRSS11A	AF071882	ENSG00000187054
TMPRSS11B	BX537945	ENSG00000185873
TMPRSS11BNL		ENSG00000250026
TMPRSS11CP		ENSG00000232398
TMPRSS11D	AB002134	ENSG00000153802
TMPRSS11E	AF064819	ENSG00000087128
TMPRSS11F	AK122625	ENSG00000198092
TMPRSS11GP		ENSG00000229009
TMPRSS12	BC048112	ENSG00000186452
TMPRSS13	AB048796	ENSG00000137747
TMPRSS15		ENSG00000154646
TMSB4X		ENSG00000205542
TMSB4XP1	BC101199	ENSG00000236876
TMSB4XP2		ENSG00000188765
TMSB4XP3		ENSG00000223437
TMSB4XP4		ENSG00000223551
TMSB4XP5		
TMSB4XP6	BC112282	ENSG00000230043
TMSB4XP7		
TMSB4XP8		ENSG00000187653
TMSB4Y	AF000989	ENSG00000154620
TMSB10		ENSG00000034510
TMSB10P1		ENSG00000228499
TMSB10P2		ENSG00000235211
TMSB15A	D82345	ENSG00000158164
TMSB15B		ENSG00000158427
TMSB15B-AS1		ENSG00000231728
TMTC1		ENSG00000133687
TMTC2	AK074634	ENSG00000179104
TMTC3		ENSG00000139324
TMTC4		ENSG00000125247
TMUB1	BC000936	ENSG00000164897
TMUB2		
TMX1	AB048246	
TMX2	AF132965	ENSG00000213593
TMX2-CTNND1		ENSG00000254462
TMX2P1		ENSG00000213839
TMX3	BX647846	
TMX4		ENSG00000125827
TNC		ENSG00000041982
TNF	X02910	ENSG00000232810
TNFAIP1		ENSG00000109079
TNFAIP2		
TNFAIP3	M59465	ENSG00000118503
TNFAIP6		ENSG00000123610
TNFAIP8	AF070671	ENSG00000145779
TNFAIP8L1	BC017672	
TNFAIP8L2	BC063014	ENSG00000163154
TNFAIP8L3	AK123281	
TNFRSF1A	M75866	ENSG00000067182
TNFRSF1B	M32315	ENSG00000028137
TNFRSF4	X75962	ENSG00000186827
TNFRSF6B	AF104419	ENSG00000243509
TNFRSF8	M83554	ENSG00000120949
TNFRSF9	L12964	ENSG00000049249
TNFRSF10A	U90875	ENSG00000104689
TNFRSF10A-AS1		ENSG00000253930
TNFRSF10B	AF012628	ENSG00000120889
TNFRSF10C	AF012536	ENSG00000173535
TNFRSF10D	AF029761	ENSG00000173530
TNFRSF11A	AF018253	ENSG00000141655
TNFRSF11B	U94332	ENSG00000164761
TNFRSF12A	AB035480	ENSG00000006327
TNFRSF13B	AF023614	ENSG00000240505
TNFRSF13C	AF373846	ENSG00000159958
TNFRSF14	U70321	ENSG00000157873
TNFRSF14-AS1		ENSG00000238164
TNFRSF17	Z29574	ENSG00000048462
TNFRSF18	AF125304	ENSG00000186891
TNFRSF19	AB040434	ENSG00000127863
TNFRSF21	AF068868	ENSG00000146072
TNFRSF25	U72763	ENSG00000215788
TNFSF4	D90224	ENSG00000117586
TNFSF8	L09753	ENSG00000106952
TNFSF9	U03398	
TNFSF10	U37518	ENSG00000121858
TNFSF11	AF013171	ENSG00000120659
TNFSF12	AF030099	ENSG00000239697
TNFSF12-TNFSF13	AY081051	ENSG00000248871
TNFSF13	AF046888	ENSG00000161955
TNFSF13B	AF136293	ENSG00000102524
TNFSF14	AF036581	ENSG00000125735
TNFSF15	AF039390	ENSG00000181634
TNFSF18	AF117713	ENSG00000120337
TNIK	AF172264	ENSG00000154310
TNIP1	AJ011895	ENSG00000145901
TNIP2	BC002740	ENSG00000168884
TNIP3	AJ320534	ENSG00000050730
TNK1	U43408	ENSG00000174292
TNK2	L13738	ENSG00000061938
TNK2-AS1	AK127609	ENSG00000224614
TNKS	AF082556	ENSG00000173273
TNKS1BP1	AB051528	ENSG00000149115
TNKS2	AF342982	ENSG00000107854
TNKS2-AS1	AA776692	ENSG00000228701
TNMD	AF191770	ENSG00000000005
TNN	AK127044	ENSG00000120332
TNNC1		ENSG00000114854
TNNC2		ENSG00000101470
TNNI1	BC012600	ENSG00000159173
TNNI2	L21715	ENSG00000130598
TNNI3	M64247	ENSG00000129991
TNNI3K	AF116826	ENSG00000116783
TNNT1		
TNNT2	X74819	ENSG00000118194
TNNT3	M21984	ENSG00000130595
TNP1		ENSG00000118245
TNP2		
TNPO1	U70322	ENSG00000083312
TNPO1P1		ENSG00000225423
TNPO1P2		ENSG00000230662
TNPO1P3		ENSG00000229586
TNPO2	AF019039	
TNPO3	AF145029	ENSG00000064419
TNR	X98085	ENSG00000116147
TNR-IT1		ENSG00000235628
TNRC6A	U80739	ENSG00000090905
TNRC6B	AB029016	ENSG00000100354
TNRC6C	AL834429	ENSG00000078687
TNRC6C-AS1		ENSG00000204282
TNRC17	U80752	
TNRC18	U80753	ENSG00000182095
TNRC18P1		ENSG00000249661
TNRC18P2		ENSG00000223566
TNRC18P3		ENSG00000189166
TNS1	AB209238	ENSG00000079308
TNS2	AF518729	ENSG00000111077
TNS3	AF378756	ENSG00000136205
TNS4	AF417488	ENSG00000131746
TNXA	AF077974	ENSG00000248290
TNXB	X71923	ENSG00000168477
TOB1	D38305	ENSG00000141232
TOB1-AS1	BC039664, BP421960, BQ222352, BU600024	ENSG00000229980
TOB2	D64109	ENSG00000183864
TOB2P1	BC050562	ENSG00000176933
TOE1		ENSG00000132773
TOGARAM1	AB007883	ENSG00000198718
TOGARAM2	AK125239, AK125744	ENSG00000189350
TOLLIP	AJ242972	ENSG00000078902
TOLLIP-AS1		ENSG00000255153
TOM1	AJ006973	ENSG00000100284
TOM1L1	AJ010071	
TOM1L2	AJ230803	ENSG00000175662
TOMM5	BC029423	ENSG00000175768
TOMM6	AF216754	ENSG00000214736
TOMM7	AF150733	ENSG00000196683
TOMM20		ENSG00000173726
TOMM20L		ENSG00000196860
TOMM20P1		ENSG00000224829
TOMM20P2		ENSG00000255987
TOMM20P3		ENSG00000263935
TOMM20P4		ENSG00000230311
TOMM22	AB040119	ENSG00000100216
TOMM22P1		ENSG00000237427
TOMM22P2		ENSG00000232195
TOMM22P3		ENSG00000227604
TOMM22P4		ENSG00000248396
TOMM22P5		ENSG00000225155
TOMM22P6		ENSG00000241874
TOMM34	U58970	ENSG00000025772
TOMM40	AF043250	
TOMM40L		ENSG00000158882
TOMM70	AB018262	ENSG00000154174
TONSL		ENSG00000160949
TONSL-AS1		ENSG00000232600
TOP1		ENSG00000198900
TOP1MT	AF349018	ENSG00000184428
TOP1P1	M55632	
TOP1P2	M55630	
TOP2A		ENSG00000131747
TOP2B	X68060	ENSG00000077097
TOP3A	U43431	ENSG00000177302
TOP3B	AF017146	ENSG00000100038
TOP3BP1		ENSG00000228050
TOPAZ1	AK093476	ENSG00000173769
TOPBP1	AB019397	ENSG00000163781
TOPORS	AF098300	ENSG00000197579
TOPORSLP		ENSG00000242111
TOR1A	AF007871	ENSG00000136827
TOR1AIP1		ENSG00000143337
TOR1AIP2		ENSG00000169905
TOR1B	AF007872	ENSG00000136816
TOR2A	AA873275	ENSG00000160404
TOR3A	BC001085	ENSG00000186283
TOR4A	AK023361	ENSG00000198113
TOX		ENSG00000198846
TOX2	BC007636	ENSG00000124191
TOX3	U80736	
TOX4	AB018280	ENSG00000092203
TOX4P1		ENSG00000248697
TP53	AF307851	ENSG00000141510
TP53AIP1	AB045831	ENSG00000120471
TP53BP1	U09477	ENSG00000067369
TP53BP2	U09582	ENSG00000143514
TP53BP2P1		
TP53COR1	CD515754	
TP53I3	AF010309	ENSG00000115129
TP53I11	AF010315	
TP53I13	AK075341	
TP53INP1	AF409115	ENSG00000164938
TP53INP2	AL109824	ENSG00000078804
TP53RK		ENSG00000172315
TP53TG1	AB007455	ENSG00000182165
TP53TG3	AB023509	ENSG00000183632
TP53TG3B	BC096733	ENSG00000261509
TP53TG3C		ENSG00000205457
TP53TG3D		ENSG00000205456
TP53TG3E		ENSG00000275034
TP53TG3F		ENSG00000278848
TP53TG3GP		ENSG00000261274
TP53TG3HP		ENSG00000269622
TP53TG5	AB017802	ENSG00000124251
TP63	AB010153	ENSG00000073282
TP73	AB055065	ENSG00000078900
TP73-AS1		ENSG00000227372
TPBG	AJ012159	ENSG00000146242
TPBGL	BC007804	ENSG00000261594
TPCN1	AB032995	ENSG00000186815
TPCN2	AK023366	ENSG00000162341
TPD52	U18914	ENSG00000076554
TPD52L1	U44427	ENSG00000111907
TPD52L2	AF004430	ENSG00000101150
TPD52L3	AY032877	ENSG00000170777
TPGS1	BC009520	ENSG00000141933
TPGS2	BC015178	ENSG00000134779
TPH1	X52836	ENSG00000129167
TPH2	AY098914	ENSG00000139287
TPI1		ENSG00000111669
TPI1P1		ENSG00000226415
TPI1P2		ENSG00000230359
TPI1P3		ENSG00000186743
TPI1P4		ENSG00000225455
TPK1	AB028138	ENSG00000196511
TPM1	AB209041	ENSG00000140416
TPM1-AS		ENSG00000259498
TPM2		ENSG00000198467
TPM3	BC008425	ENSG00000143549
TPM3P1	AF458661	ENSG00000213050
TPM3P2	AL034549	ENSG00000214200
TPM3P3		ENSG00000254195
TPM3P4		ENSG00000214869
TPM3P5		
TPM3P6		ENSG00000250731
TPM3P7		ENSG00000187536
TPM3P8		ENSG00000183022
TPM3P9		ENSG00000241015
TPM4		ENSG00000167460
TPM4P1		ENSG00000232230
TPMT		ENSG00000137364
TPMTP1	U11424	ENSG00000267156
TPMTP2		ENSG00000234562
TPMTP3		ENSG00000232562
TPMTP4		ENSG00000223574
TPO		ENSG00000115705
TPP1	AF017456	ENSG00000166340
TPP2	M55169	ENSG00000134900
TPPP	AB017016	ENSG00000171368
TPPP2	AY072034	ENSG00000179636
TPPP3	BC000691	ENSG00000159713
TPR	U69668	ENSG00000047410
TPRA1	AK056759	ENSG00000163870
TPRG1	AK125682	ENSG00000188001
TPRG1-AS1		ENSG00000234076
TPRG1-AS2		ENSG00000230115
TPRG1L	BC019034	ENSG00000158109
TPRG1LP1		ENSG00000269097
TPRKB	AY157986	ENSG00000144034
TPRKBP1		ENSG00000231911
TPRKBP2		ENSG00000260452
TPRN	AK074735	ENSG00000176058
TPRX1		ENSG00000178928
TPRX1P1		ENSG00000259021
TPRX2P		ENSG00000259009
TPRXL	AK092426	ENSG00000180438
TPSAB1	M33494	ENSG00000172236
TPSB2	AF099143	ENSG00000197253
TPSD1	AF206664	ENSG00000095917
TPSG1	AF175759	ENSG00000116176
TPSP1		
TPSP2		ENSG00000260284
TPST1	AF038009	ENSG00000169902
TPST2	AF049891	ENSG00000128294
TPST2P1		ENSG00000260582
TPT1	X16064	ENSG00000133112
TPT1-AS1	AF318337	ENSG00000170919
TPT1P1		ENSG00000234107
TPT1P2		ENSG00000228111
TPT1P3		ENSG00000241899
TPT1P4		ENSG00000217027
TPT1P5		ENSG00000214108
TPT1P6		ENSG00000214460
TPT1P7		ENSG00000231328
TPT1P8		ENSG00000219491
TPT1P9		ENSG00000234782
TPT1P10		ENSG00000180221
TPT1P11		ENSG00000239995
TPT1P12		ENSG00000256817
TPT1P13		ENSG00000213498
TPT1P14		ENSG00000235929
TPTE	AF007118	ENSG00000274391
TPTE2	AJ421032	ENSG00000132958
TPTE2P1		ENSG00000253771
TPTE2P2		ENSG00000272281
TPTE2P3	BC041889	ENSG00000198384
TPTE2P4		ENSG00000215506
TPTE2P5		ENSG00000168852
TPTE2P6		ENSG00000205822
TPTEP1		ENSG00000100181
TPTEP2		ENSG00000244627
TPTEP2-CSNK1E		ENSG00000283900
TPX2	AF098158	ENSG00000088325
TRA		
TRA-AGC1-1	HG983548	
TRA-AGC2-1	HG983549	
TRA-AGC2-2	HG983550	
TRA-AGC3-1	HG983551	
TRA-AGC4-1	HG983552	
TRA-AGC5-1	HG983553	
TRA-AGC6-1	HG983554	
TRA-AGC7-1	HG983555	
TRA-AGC8-1	HG983556	
TRA-AGC8-2	HG983557	
TRA-AGC9-1	HG983558	
TRA-AGC9-2	HG983559	
TRA-AGC10-1	HG983560	
TRA-AGC11-1	HG983561	
TRA-AGC12-1	HG983562	
TRA-AGC12-2	HG983563	
TRA-AGC12-3	HG983564	
TRA-AGC13-1	HG983565	
TRA-AGC13-2	HG983566	
TRA-AGC13-3		
TRA-AGC14-1	HG983567	
TRA-AGC15-1	HG983568	
TRA-AGC16-1	HG983569	
TRA-AGC17-1	HG983570	
TRA-AGC18-1	HG983571	
TRA-AGC18-2	HG983572	
TRA-AGC19-1	HG983573	
TRA-AGC20-1	HG983574	
TRA-AGC21-1	HG983575	
TRA-AGC22-1	HG983576	
TRA-AGC23-1	HG983577	
TRA-CGC1-1	HG983578	
TRA-CGC2-1	HG983579	
TRA-CGC3-1	HG983580	
TRA-CGC4-1	HG983581	
TRA-CGC5-1	HG983582	
TRA-TGC1-1	HG983583	
TRA-TGC2-1	HG983584	
TRA-TGC3-1	HG983586	
TRA-TGC3-2	HG983585	
TRA-TGC4-1	HG983587	
TRA-TGC5-1	HG983588	
TRA-TGC6-1	HG983589	
TRA-TGC7-1	HG983590	
TRA-TGC8-1	HG983591	
TRA-TGC9-1	HG983592	
TRA-TGC10-1	HG983593	
TRA2A	U53209	ENSG00000164548
TRA2B	AF057159	ENSG00000136527
TRABD	AL449244	ENSG00000170638
TRABD2A	BC049209	ENSG00000186854
TRABD2B		ENSG00000269113
TRAC	X02592	ENSG00000277734
TRADD	L41690	ENSG00000102871
TRAF1	AK090468	ENSG00000056558
TRAF2	U12597	ENSG00000127191
TRAF3	U21092	
TRAF3IP1	AF230877	ENSG00000204104
TRAF3IP2	AF136405	ENSG00000056972
TRAF3IP2-AS1		ENSG00000231889
TRAF3IP3		ENSG00000009790
TRAF4	X80200	ENSG00000076604
TRAF5	AB000509	ENSG00000082512
TRAF6		ENSG00000175104
TRAF6P1		ENSG00000226557
TRAF7	AL136921	ENSG00000131653
TRAFD1	AB007447	ENSG00000135148
TRAIP	BC019283	ENSG00000183763
TRAJ1	X02884	ENSG00000211888
TRAJ2	X02884	ENSG00000211887
TRAJ3	X02884	ENSG00000211886
TRAJ4	M94081	ENSG00000211885
TRAJ5	M94081	ENSG00000211884
TRAJ6	M16747	ENSG00000211883
TRAJ7	M94081	ENSG00000211882
TRAJ8	M94081	ENSG00000211881
TRAJ9	M94081	ENSG00000211880
TRAJ10	M94081	ENSG00000211879
TRAJ11	M94081	ENSG00000211878
TRAJ12	X02885	ENSG00000211877
TRAJ13	M94081	ENSG00000211876
TRAJ14	M94081	ENSG00000211875
TRAJ15	X05775	
TRAJ16	M94081	ENSG00000211873
TRAJ17	X05773	ENSG00000211872
TRAJ18	M94081	ENSG00000211871
TRAJ19	M94081	ENSG00000211870
TRAJ20	M94081	ENSG00000211869
TRAJ21	M94081	ENSG00000211868
TRAJ22	X02886	ENSG00000211867
TRAJ23	M94081	ENSG00000211866
TRAJ24	X02887	ENSG00000211865
TRAJ25	X02888	ENSG00000211864
TRAJ26	M94081	ENSG00000211863
TRAJ27	M94081	ENSG00000211862
TRAJ28	M94081	ENSG00000211861
TRAJ29	X02889	ENSG00000211860
TRAJ30	M94081	ENSG00000211859
TRAJ31	M14905	ENSG00000211858
TRAJ32	M94081	ENSG00000211857
TRAJ33	M94081	ENSG00000211856
TRAJ34	M35622	ENSG00000211855
TRAJ35	M94081	ENSG00000211854
TRAJ36	M94081	ENSG00000276699
TRAJ37	M94081	ENSG00000278661
TRAJ38	M94081	ENSG00000211851
TRAJ39	M94081	ENSG00000211850
TRAJ40	M35620	ENSG00000211849
TRAJ41	M94081	ENSG00000211848
TRAJ42	M94081	ENSG00000211847
TRAJ43	M94081	ENSG00000211846
TRAJ44	M35619	ENSG00000211845
TRAJ45	M94081	ENSG00000211844
TRAJ46	M94081	ENSG00000211843
TRAJ47	M94081	ENSG00000211842
TRAJ48	M94081	ENSG00000211841
TRAJ49	M94081	ENSG00000211840
TRAJ50	M94081	ENSG00000211839
TRAJ51	M94081	ENSG00000248366
TRAJ52	M94081	ENSG00000211838
TRAJ53	M94081	ENSG00000211837
TRAJ54	M94081	ENSG00000211836
TRAJ55	M94081	ENSG00000250688
TRAJ56	M94081	ENSG00000211835
TRAJ57	M94081	ENSG00000211834
TRAJ58	M94081	ENSG00000211833
TRAJ59	M94081	ENSG00000211832
TRAJ60	M94081	ENSG00000249446
TRAJ61	M94081	ENSG00000211831
TRAK1		ENSG00000182606
TRAK2	AB038951	ENSG00000115993
TRAM1	X63679	ENSG00000067167
TRAM1L1	AK074617	ENSG00000174599
TRAM2	D31762	ENSG00000065308
TRAM2-AS1		ENSG00000225791
TRANK1	AK096678	ENSG00000168016
TRAP1	AF154108	ENSG00000126602
TRAPPC1	AF129332	ENSG00000170043
TRAPPC2	AF157061	ENSG00000196459
TRAPPC2B		ENSG00000256060
TRAPPC2L	BC011369	ENSG00000167515
TRAPPC2P2		ENSG00000253124
TRAPPC2P3	AC007742	ENSG00000224964
TRAPPC2P4	AC007965	ENSG00000232914
TRAPPC2P5	AC010682	ENSG00000225256
TRAPPC2P6	AC009235	
TRAPPC2P7	AC007379	ENSG00000249606
TRAPPC2P8		ENSG00000225895
TRAPPC2P9		ENSG00000232845
TRAPPC2P10		ENSG00000228465
TRAPPC3	AF041432	ENSG00000054116
TRAPPC3L	AK002042	ENSG00000173626
TRAPPC4	AF078862	ENSG00000196655
TRAPPC5	BC042161	
TRAPPC6A	AF161407	
TRAPPC6B	AK025437	ENSG00000182400
TRAPPC8	AB023229	ENSG00000153339
TRAPPC9	BC006206	ENSG00000167632
TRAPPC10	U19252	ENSG00000160218
TRAPPC11		ENSG00000168538
TRAPPC12	BC017475	ENSG00000171853
TRAPPC12-AS1	BG683264	ENSG00000225234
TRAPPC13		ENSG00000113597
TRAPPC13P1		ENSG00000235447
TRARG1	AB090231	ENSG00000184811
TRAT1	AJ240084	ENSG00000163519
TRAV1-1	AE000658	ENSG00000255569
TRAV1-2	AE000658	ENSG00000256553
TRAV2	AE000658	ENSG00000211776
TRAV3	AE000658	ENSG00000211777
TRAV4	AE000658	ENSG00000211778
TRAV5	AE000659	ENSG00000211779
TRAV6	Z49060	ENSG00000211780
TRAV7	AE000659	ENSG00000211781
TRAV8-1	AE000659	ENSG00000211782
TRAV8-2	AE000659	ENSG00000211786
TRAV8-3	AE000659	ENSG00000211787
TRAV8-4	AE000659	ENSG00000211790
TRAV8-5	AE000659	ENSG00000256379
TRAV8-6	X02850	ENSG00000211795
TRAV8-7	AE000660	ENSG00000211808
TRAV9-1	AE000659	ENSG00000211783
TRAV9-2	AE000659	ENSG00000211793
TRAV10	AE000659	ENSG00000211784
TRAV11	AE000659	ENSG00000256474
TRAV12-1	AE000659	ENSG00000211785
TRAV12-2	AE000659	ENSG00000211789
TRAV12-3	X06193	ENSG00000211794
TRAV13-1	AE000659	ENSG00000211788
TRAV13-2	AE000659	ENSG00000211791
TRAV14DV4	M21626	ENSG00000211792
TRAV15	AE000659	ENSG00000258482
TRAV16	AE000659	ENSG00000211796
TRAV17	AE000660	ENSG00000211797
TRAV18	AE000660	ENSG00000211798
TRAV19	AE000660	ENSG00000211799
TRAV20	AE000660	ENSG00000211800
TRAV21	AE000660	ENSG00000211801
TRAV22	AE000660	ENSG00000211802
TRAV23DV6	AE000660	ENSG00000211803
TRAV24	AE000660	ENSG00000211805
TRAV25	AE000660	ENSG00000211806
TRAV26-1	AE000660	ENSG00000211807
TRAV26-2	AE000660	ENSG00000211812
TRAV27	AE000660	ENSG00000211809
TRAV28	AE000660	ENSG00000258835
TRAV29DV5	AE000660	ENSG00000211810
TRAV30	AE000660	ENSG00000259092
TRAV31	AE000660	ENSG00000249048
TRAV32	AE000660	ENSG00000258905
TRAV33	AE000660	ENSG00000258812
TRAV34	AE000660	ENSG00000211813
TRAV35	AE000660	ENSG00000211814
TRAV36DV7	AE000660	ENSG00000211815
TRAV37	AE000661	ENSG00000259068
TRAV38-1	AE000661	ENSG00000211816
TRAV38-2DV8	AE000661	ENSG00000211817
TRAV39	AE000661	ENSG00000211818
TRAV40	X73521	ENSG00000211819
TRAV41	AE000661	ENSG00000211820
TRB	U66059	
TRBC1	M12887	ENSG00000211751
TRBC2	M12888	ENSG00000211772
TRBD1	X00936	ENSG00000282431
TRBD2	X02987	
TRBJ1-1	X00936	ENSG00000282320
TRBJ1-2	X00936	ENSG00000282420
TRBJ1-3	M14158	ENSG00000282133
TRBJ1-4	M14158	ENSG00000281958
TRBJ1-5	M14158	ENSG00000282173
TRBJ1-6	M14158	ENSG00000282780
TRBJ2-1	X02987	ENSG00000211764
TRBJ2-2	X02987	ENSG00000211765
TRBJ2-2P	X02987	ENSG00000211766
TRBJ2-3	X02987	ENSG00000211767
TRBJ2-4	X02987	ENSG00000211768
TRBJ2-5	X02987	ENSG00000211769
TRBJ2-6	X02987	ENSG00000211770
TRBJ2-7	M14159	ENSG00000211771
TRBV1	L36092	ENSG00000242736
TRBV2	L36092	ENSG00000226660
TRBV3-1	U07977	ENSG00000237702
TRBV3-2	L36092, KI270803	
TRBV4-1	U07977	ENSG00000211710
TRBV4-2	U07975	ENSG00000211745
TRBV4-3	U07978, KI270803	
TRBV5-1	L36092	ENSG00000211734
TRBV5-2	L36092	ENSG00000242771
TRBV5-3	X61439	ENSG00000211715
TRBV5-4	L36092	ENSG00000230099
TRBV5-5	L36092	ENSG00000211725
TRBV5-6	L36092	ENSG00000211728
TRBV5-7	L36092	ENSG00000211731
TRBV5-8	L36092	
TRBV6-1	X61446	ENSG00000211706
TRBV6-2	X61445	ENSG00000283063
TRBV6-3	U07978, KI270803	
TRBV6-4	X61653	ENSG00000211713
TRBV6-5	L36092	ENSG00000211721
TRBV6-6	L36092	ENSG00000211724
TRBV6-7	L36092	ENSG00000253188
TRBV6-8	L36092	ENSG00000253534
TRBV6-9	X61447, KI270803	
TRBV7-1	X61444	ENSG00000211707
TRBV7-2	X61442	ENSG00000282939
TRBV7-3	X61440	ENSG00000211714
TRBV7-4	L36092	ENSG00000253409
TRBV7-5	L36092	ENSG00000227550
TRBV7-6	L36092	ENSG00000211727
TRBV7-7	L36092	ENSG00000253291
TRBV7-8	M11953, KI270803	
TRBV7-9	L36092	ENSG00000278030
TRBV8-1	L36092	ENSG00000243889
TRBV8-2	L36092	ENSG00000239944
TRBV9	L36092	ENSG00000211716
TRBV10-1	U17050	ENSG00000211717
TRBV10-2	U17049	ENSG00000229769
TRBV10-3	U03115	ENSG00000275791
TRBV11-1	M33233	ENSG00000211720
TRBV11-2	L36092	ENSG00000241657
TRBV11-3	M33234	ENSG00000276597
TRBV12-1	X07224	ENSG00000244661
TRBV12-2	X06936	ENSG00000211739
TRBV12-3	X07192	ENSG00000274752
TRBV12-4	K02546	ENSG00000276953
TRBV12-5	X07223	ENSG00000275158
TRBV13	U03115	ENSG00000276405
TRBV14	X06154	ENSG00000275743
TRBV15	U03115	ENSG00000276819
TRBV16	L26231	ENSG00000275243
TRBV17	U03115	ENSG00000277880
TRBV18	L36092	ENSG00000276557
TRBV19	U48260	ENSG00000211746
TRBV20-1	M11955	ENSG00000211747
TRBV20OR9-2	L05149	ENSG00000205274
TRBV21-1	L27608	ENSG00000251578
TRBV21OR9-2	L05151	ENSG00000183938
TRBV22-1	L36092	ENSG00000240578
TRBV22OR9-2	AF029308	ENSG00000234122
TRBV23-1	L36092	ENSG00000211749
TRBV23OR9-2	L27615	ENSG00000229063
TRBV24-1	M11951	ENSG00000211750
TRBV24OR9-2	L05153	ENSG00000215206
TRBV25-1	L27610	ENSG00000282499
TRBV25OR9-2	L05152	ENSG00000240215
TRBV26	L36092	ENSG00000249912
TRBV26OR9-2	AF029308	ENSG00000231165
TRBV27	L36092	ENSG00000211752
TRBV28	U08314	ENSG00000211753
TRBV29-1	L36092	ENSG00000232869
TRBV29OR9-2	L05150	ENSG00000223394
TRBV30	L36092	ENSG00000237254
